epoch,accuracy,loss,val_accuracy,val_loss,learning_rate,accuracy_gap
1,0.9773387312889099,0.06122686713933945,0.9860464930534363,0.05356533080339432,9.999999747378752e-06,-0.008707761764526367
2,0.9773387312889099,0.05802512168884277,0.9860464930534363,0.05225108563899994,9.999999747378752e-06,-0.008707761764526367
3,0.9819872379302979,0.05499036982655525,0.9860464930534363,0.05223475769162178,9.999999747378752e-06,-0.004059255123138428
4,0.9819872379302979,0.048079922795295715,0.9767441749572754,0.07023351639509201,9.999999747378752e-06,0.005243062973022461
5,0.9808251261711121,0.04531501233577728,0.9813953638076782,0.06220107898116112,2.9999998787388904e-06,-0.0005702376365661621
6,0.9854735732078552,0.0476771779358387,0.9813953638076782,0.06107946112751961,2.9999998787388904e-06,0.004078209400177002
7,0.9785008430480957,0.04591039940714836,0.9813953638076782,0.06060214713215828,8.999999749903509e-07,-0.0028945207595825195
8,0.9854735732078552,0.04204310476779938,0.9813953638076782,0.06030986085534096,8.999999749903509e-07,0.004078209400177002
